이름,주소,전화번호,번호구분,위도,경도,이미지URL,비고
통일공원(파주),경기도 파주시 파주읍 통일로 1586-24,031-940-4351,지자체 대표번호,37.85513878,126.78878,,"추가연락가능번호 : 033-460-8955, 033-460-8956, 033-460-8957"
통일동산 관광특구,경기도 파주시 탄현면 평화로 885-59,033-460-8954,지자체 대표번호,37.772565,126.7288126,http://tong.visitkorea.or.kr/cms/resource/04/2601504_image2_1.jpg,"추가연락가능번호 : 033-460-8955, 033-460-8956, 033-460-8957"
통일정보화마을,경기도 파주시 군내면 통일촌길 220,031-940-8250,개별 문의처,37.90630562,126.7311812,http://tong.visitkorea.or.kr/cms/resource/95/2567595_image2_1.jpg,
퇴골계곡,경기도 파주시 적성면 칠중1길 65,031-940-8598,지자체 대표번호,37.95148771,126.9195702,http://tong.visitkorea.or.kr/cms/resource/29/2765029_image2_1.jpg,
파산서원,경기도 파주시 파평면 파산서원길 24-40,031-940-4351,지자체 대표번호,37.93817141,126.8552661,http://tong.visitkorea.or.kr/cms/resource/16/188816_image2_1.jpg,
파주 DMZ 곤돌라,경기도 파주시 문산읍 임진각로 148-73,031-952-6388,개별 문의처,37.88866503,126.7492897,,
파주 DMZ 생태연구소,경기도 파주시 회동길 513,031-955-1550,개별 문의처,37.72290435,126.6930725,http://tong.visitkorea.or.kr/cms/resource/49/2482949_image2_1.jpg,
파주 덕은리 주거지와 지석묘군,경기도 파주시 월롱면 능산리,031-940-4351,지자체 대표번호,37.82968677,126.7729319,,
파주 맛고을 음식문화거리,경기도 파주시 탄현면 성동리 일대,031-940-4363,지자체 대표번호,37.8025424,126.716245,http://tong.visitkorea.or.kr/cms/resource/25/1913925_image2_1.jpg,
파주 산머루마을,경기도 파주시 적성면 윗배우니길 194,031-958-3600,개별 문의처,37.96934813,126.9519163,http://tong.visitkorea.or.kr/cms/resource/61/2482961_image2_1.jpg,
파주 삼릉 [유네스코 세계문화유산],경기도 파주시 조리읍 삼릉로 89,031-941-4208,개별 문의처,37.74328564,126.8355265,http://tong.visitkorea.or.kr/cms/resource/05/1593605_image2_1.jpg,
파주 오두산성,경기도 파주시 탄현면 성동리,031-940-4351,지자체 대표번호,37.78446488,126.6781165,http://tong.visitkorea.or.kr/cms/resource/12/188812_image2_1.jpg,
파주 윤관장군묘,경기도 파주시 광탄면 혜음로 930,031-940-4351,지자체 대표번호,37.76766672,126.8552613,http://tong.visitkorea.or.kr/cms/resource/82/738882_image2_1.jpg,
파주 율곡습지공원,경기도 파주시 파평면 율곡리,031-940-8598,지자체 대표번호,37.88703978,126.8177045,http://tong.visitkorea.or.kr/cms/resource/94/2368594_image2_1.jpg,"추가연락가능번호 : 031-940-5282, 031-940-5283"
파주 장단콩마을,경기도 파주시 군내면 통일촌길 64,031-953-7600,개별 문의처,37.91063898,126.7336031,http://tong.visitkorea.or.kr/cms/resource/62/1789762_image2_1.jpg,
"파주 장릉(인조,인열왕후) [유네스코]",경기도 파주시 탄현면 장릉로 90,031-945-9242,개별 문의처,37.77118807,126.7110002,,
파주 출판도시,경기도 파주시 회동길 145,031-955-0050,개별 문의처,37.70854964,126.6868336,http://tong.visitkorea.or.kr/cms/resource/64/1591764_image2_1.jpg,
파주라기파크,경기도 파주시 회동길 390,031-940-8598,지자체 대표번호,37.71781927,126.6937616,http://tong.visitkorea.or.kr/cms/resource/37/2765037_image2_1.JPG,
파주이이유적,경기도 파주시 법원읍 자운서원로 204,031-958-1749,개별 문의처,37.86613553,126.8709854,http://tong.visitkorea.or.kr/cms/resource/08/2482208_image2_1.jpg,
파주임진팔경,경기도 파주시 파평면 화석정로 152-72,031-940-4351,지자체 대표번호,37.8839578,126.802391,http://tong.visitkorea.or.kr/cms/resource/42/2567542_image2_1.jpg,
파주장단콩웰빙마루,경기도 파주시 필승로 396,031-943-2662,개별 문의처,37.77714512,126.6844751,,
파주출판단지근린공원,경기도 파주시 직지길 469,031-940-8598,지자체 대표번호,37.71984639,126.6884094,http://tong.visitkorea.or.kr/cms/resource/40/2764540_image2_1.JPG,
파주팜랜드,경기도 파주시 탄현면 새오리로 318-34,031-942-1533,개별 문의처,37.808712,126.6903555,http://tong.visitkorea.or.kr/cms/resource/07/2746707_image2_1.jpeg,
파주향교,경기도 파주시 파주읍 향교말길 56-83,031-940-4351,지자체 대표번호,37.832581,126.8143294,http://tong.visitkorea.or.kr/cms/resource/96/1591996_image2_1.jpg,
파평용연,경기도 파주시 파평면 늘노리 385-1,031-940-8598,지자체 대표번호,37.92314784,126.8613667,http://tong.visitkorea.or.kr/cms/resource/15/758015_image2_1.jpg,
판문점,경기도 파주시 문산읍 임진각로 148-40,1588-8889,개별 문의처,37.88866503,126.7492897,http://tong.visitkorea.or.kr/cms/resource/23/774723_image2_1.jpg,
퍼스트가든,경기도 파주시 탑삭골길 260,031-957-6861,개별 문의처,37.73264453,126.7949741,http://tong.visitkorea.or.kr/cms/resource/24/2590924_image2_1.bmp,
평화랜드,경기도 파주시 문산읍 임진각로 148-39,031-953-4448,개별 문의처,37.88866503,126.7492897,http://tong.visitkorea.or.kr/cms/resource/75/1591975_image2_1.jpg,
평화를 품은 집,경기도 파주시 파평면 파평산로389번길 42-19,031-953-4557,개별 문의처,37.89338045,126.8394835,,
프로방스 마을,경기도 파주시 탄현면 새오리로 69,031-946-6353,개별 문의처,37.79040143,126.6850663,http://tong.visitkorea.or.kr/cms/resource/67/2782967_image2_1.jpg,
플레이라움,경기도 파주시 장뜰길 335,,개별 문의처,37.97360346,126.9762361,,
하니랜드,경기도 파주시 조리읍 장곡로 218,031-945-2250,개별 문의처,37.74984994,126.8335561,,
해마루촌,경기도 파주시 진동면 해마루길 111,031-954-6430,개별 문의처,37.92592514,126.7871448,http://tong.visitkorea.or.kr/cms/resource/36/1821736_image2_1.jpg,
헤이리 예술마을,경기도 파주시 탄현면 헤이리마을길 70-21,031-946-8551,개별 문의처,37.78809894,126.69811,http://tong.visitkorea.or.kr/cms/resource/35/2706535_image2_1.jpg,
화석정,경기도 파주시 파평면 화석정로 152-72,031-940-4351,지자체 대표번호,37.8839578,126.802391,http://tong.visitkorea.or.kr/cms/resource/42/2567542_image2_1.jpg,
황인용 뮤직 스페이스 <카메라타>,경기도 파주시 탄현면 헤이리마을길 83,031-957-3369,개별 문의처,37.7900367,126.6996165,http://tong.visitkorea.or.kr/cms/resource/86/2744286_image2_1.jpg,
DMZ 생생누리,경기도 파주시 임진각로 148-53 종합관광안내소,070-4123-1393,개별 문의처,37.89042994,126.7403768,,
감성마을 이외수 문학관,강원특별자치도 화천군 상서면 감성마을길 157,033-441-1253,개별 문의처,38.1665806,127.516327,http://tong.visitkorea.or.kr/cms/resource/93/2566293_image2_1.jpg,
곡운구곡,강원특별자치도 화천군 사내면 용담리,033-440-2545,지자체 대표번호,38.06002334,127.5522307,http://tong.visitkorea.or.kr/cms/resource/01/2566301_image2_1.jpg,
광덕계곡,강원특별자치도 화천군 사내면 포화로 582,033-440-2545,지자체 대표번호,38.07631541,127.4817271,http://tong.visitkorea.or.kr/cms/resource/95/172295_image2_1.jpg,
광덕산(화천),강원특별자치도 화천군 사내면,033-440-2545,지자체 대표번호,38.07015881,127.5234338,http://tong.visitkorea.or.kr/cms/resource/17/2566317_image2_1.jpg,
국제평화아트파크,강원특별자치도 화천군 화천읍 평화로 3518,033-440-2545,지자체 대표번호,38.21098522,127.8510205,,
꺼먹다리,강원특별자치도 화천군 화천읍 평화로 685,033-440-2545,지자체 대표번호,38.10604005,127.7619522,,
낭천산림욕장,강원특별자치도 화천군 화천읍 중리 221,033-440-1221,지자체 대표번호,38.10948687,127.712966,http://tong.visitkorea.or.kr/cms/resource/18/172318_image2_1.jpg,
대성산지구 전적비,강원특별자치도 화천군 상서면 다목리 산1-1,033-440-2545,지자체 대표번호,38.17962871,127.5132003,http://tong.visitkorea.or.kr/cms/resource/23/2566323_image2_1.jpg,추가연락가능번호 : 033-480-2230(양구군청)
동구래마을,강원특별자치도 화천군 하남면 호수길 329,033-440-2545,지자체 대표번호,38.04097051,127.6638804,http://tong.visitkorea.or.kr/cms/resource/31/2566331_image2_1.jpg,
딴산,강원특별자치도 화천군 화천읍 대이리,033-440-2545,지자체 대표번호,38.10424372,127.7459247,http://tong.visitkorea.or.kr/cms/resource/09/2020509_image2_1.jpg,
딴산유원지,강원특별자치도 화천군 화천읍 대이리 산1-1,033-440-2545,지자체 대표번호,38.12310458,127.758778,http://tong.visitkorea.or.kr/cms/resource/73/2785673_image2_1.JPG,
만산동계곡,강원특별자치도 화천군 상서면 만산동로 406-38,033-440-2545,지자체 대표번호,38.14302612,127.6021558,http://tong.visitkorea.or.kr/cms/resource/23/1583823_image2_1.jpg,"추가연락가능번호 : 033-460-8955, 033-460-8956, 033-460-8957"
백암산 케이블카,강원특별자치도 화천군 화천읍 풍산리,033-440-2338,개별 문의처,38.19520258,127.7838467,,"추가연락가능번호 : 033-460-8955, 033-460-8956, 033-460-8957"
병풍산,강원특별자치도 화천군 간동면 방천리,033-440-2545,지자체 대표번호,38.08349623,127.8571177,http://tong.visitkorea.or.kr/cms/resource/45/2566345_image2_1.jpg,
붕어섬,강원특별자치도 화천군 화천읍 강변로 2-54,033-440-2557,개별 문의처,38.10736368,127.7095646,http://tong.visitkorea.or.kr/cms/resource/81/172381_image2_1.jpg,
비래암,강원특별자치도 화천군 상서면 구운리,033-440-2545,지자체 대표번호,38.13735023,127.6062135,http://tong.visitkorea.or.kr/cms/resource/08/2616508_image2_1.bmp,
비수구미마을(비수구미계곡),강원특별자치도 화천군 화천읍 비수구미길 470,033-442-0145,개별 문의처,38.18281598,127.8478128,http://tong.visitkorea.or.kr/cms/resource/19/2675219_image2_1.jpg,
산속호수마을,강원특별자치도 화천군 화천읍 호음로 806,033-442-3820,개별 문의처,38.12560214,127.7902574,http://tong.visitkorea.or.kr/cms/resource/14/2494614_image2_1.jpg,
산천어시네마,강원특별자치도 화천군 화천읍 상승로2길 25-10,033-441-7053,개별 문의처,38.10601994,127.7040923,http://tong.visitkorea.or.kr/cms/resource/62/2566362_image2_1.jpg,
산천어커피박물관,강원특별자치도 화천군 화천읍 상승로2길 21,033-442-2544,개별 문의처,38.10596896,127.7037748,http://tong.visitkorea.or.kr/cms/resource/71/2566371_image2_1.jpg,
삼일계곡,강원특별자치도 화천군 사내면 삼일리 196,033-440-2545,지자체 대표번호,38.0554079,127.5298156,http://tong.visitkorea.or.kr/cms/resource/51/2797051_image2_1.jpg,
서오지리,강원특별자치도 화천군 하남면 건넌들길 97,033-440-2545,지자체 대표번호,38.04164,127.6542827,,
수달연구센터,강원특별자치도 화천군 간동면 간척월명로 869-129,033-441-9798,개별 문의처,38.08235366,127.8428006,,
신읍리 동지화 마을,강원특별자치도 화천군 화천읍 신읍리,033-440-2545,지자체 대표번호,38.17476275,127.7013228,http://tong.visitkorea.or.kr/cms/resource/91/2566391_image2_1.jpg,
양의대 하천습지,강원특별자치도 화천군 화천읍 풍산리,033-440-2545,지자체 대표번호,38.19520258,127.7838467,,"추가연락가능번호 : 031-940-5282, 031-940-5283"
에어링화천,강원특별자치도 화천군 화천읍 강변로 2-54,033-440-2545,지자체 대표번호,38.10736368,127.7095646,http://tong.visitkorea.or.kr/cms/resource/81/172381_image2_1.jpg,
연꽃단지,강원특별자치도 화천군 하남면 건넌들길 97,033-440-2545,지자체 대표번호,38.04164,127.6542827,,
용담계곡,강원특별자치도 화천군 사내면 물안골길,033-440-2545,지자체 대표번호,38.05358761,127.555326,http://tong.visitkorea.or.kr/cms/resource/15/2566415_image2_1.jpg,
용암리선사유적,강원특별자치도 화천군 하남면 용암리 1121,033-440-2575,개별 문의처,38.09350013,127.6993773,,
용화산,강원특별자치도 화천군 하남면 삼화리,033-440-2545,지자체 대표번호,38.05660666,127.7253787,http://tong.visitkorea.or.kr/cms/resource/16/1140216_image2_1.jpg,
월남 파병용사 만남의 장,강원특별자치도 화천군 간동면 죽엽산길 81-68,033-440-2575,개별 문의처,38.05374021,127.8359158,http://tong.visitkorea.or.kr/cms/resource/64/1138864_image2_1.jpg,
위라리칠층석탑,강원특별자치도 화천군 하남면 위라리,033-440-2575,지자체 대표번호,38.08410348,127.7181229,http://tong.visitkorea.or.kr/cms/resource/90/1140290_image2_1.jpg,
유촌리 파로호 느릅마을,강원특별자치도 화천군 간동면 파로호로 923-15,033-442-5517,개별 문의처,38.0770935,127.7816834,http://tong.visitkorea.or.kr/cms/resource/21/2566421_image2_1.jpg,
창안산산림욕장,강원특별자치도 화천군 사내면 사창리 산52,033-440-2422,지자체 대표번호,38.07117767,127.5268776,http://tong.visitkorea.or.kr/cms/resource/80/2795680_image2_1.jpg,
칠성전망대,강원특별자치도 화천군 상서면 주파령로 4,033-440-2545,지자체 대표번호,38.21090327,127.6642356,http://tong.visitkorea.or.kr/cms/resource/31/2566431_image2_1.jpg,
토마토조각공원,강원특별자치도 화천군 사내면 수피령로 75,033-440-2545,지자체 대표번호,38.07377307,127.521003,http://tong.visitkorea.or.kr/cms/resource/03/2795703_image2_1.jpg,
파로호(화천),강원특별자치도 화천군 간동면 배터길 36-8,033-440-2545,지자체 대표번호,38.09596548,127.7754549,http://tong.visitkorea.or.kr/cms/resource/25/2711025_image2_1.jpg,
파로호전망대,강원특별자치도 화천군 간동면 파로호로 208,033-440-2545,지자체 대표번호,38.09499205,127.7715293,http://tong.visitkorea.or.kr/cms/resource/26/2776926_image2_1.JPG,
평화의 댐 물 문화관,강원특별자치도 화천군 화천읍 평화로 3481-18,033-440-2545,지자체 대표번호,38.17387943,127.7578295,http://tong.visitkorea.or.kr/cms/resource/55/1141455_image2_1.jpg,
평화의댐(화천),강원특별자치도 화천군 화천읍 평화로 3481-18,033-440-2545,지자체 대표번호,38.17387943,127.7578295,http://tong.visitkorea.or.kr/cms/resource/55/1141455_image2_1.jpg,
갑곶돈대,인천광역시 강화군 강화읍 해안동로1366번길 18,032-933-1525,개별 문의처,37.73357897,126.5159972,http://tong.visitkorea.or.kr/cms/resource/19/688619_image2_1.jpg,
강화 고인돌 유적 [유네스코],인천광역시 강화군 하점면 부근리,032-933-3624,개별 문의처,37.76938587,126.4340256,http://tong.visitkorea.or.kr/cms/resource/77/1876577_image2_1.jpg,
해산전망대,강원특별자치도 화천군 화천읍 동촌리 산11-7,033-440-2545,지자체 대표번호,38.19050041,127.8169281,http://tong.visitkorea.or.kr/cms/resource/57/2566457_image2_1.jpg,
화악산,강원특별자치도 화천군 사내면 삼일리,033-440-2545,지자체 대표번호,38.03088403,127.4982284,http://tong.visitkorea.or.kr/cms/resource/98/1141498_image2_1.jpg,
화음동정사지,강원특별자치도 화천군 사내면 삼일리 1097-21,033-440-2575,지자체 대표번호,38.03088403,127.4982284,http://tong.visitkorea.or.kr/cms/resource/16/2795716_image2_1.jpg,
화천 계성리 석등,강원특별자치도 화천군 하남면 계성리,033-440-2575,지자체 대표번호,38.0880749,127.6089433,,
화천 구운리 산천어마을,강원특별자치도 화천군 상서면 만산동로 1042,033-440-2604,개별 문의처,38.13542885,127.6251293,http://tong.visitkorea.or.kr/cms/resource/73/2495373_image2_1.jpg,
화천 목재문화체험장,강원특별자치도 화천군 하남면 영서로 5289-11,033-441-9928,개별 문의처,38.1507543,127.6597392,http://tong.visitkorea.or.kr/cms/resource/65/2567665_image2_1.jpg,
화천 반지교&아를테마수목공원,강원특별자치도 화천군 하남면 거례리 514-1,033-440-2545,지자체 대표번호,38.0567179,127.6938187,,
화천 백립암복합체,강원특별자치도 화천군 화천읍 평화로 2393,033-440-2545,지자체 대표번호,38.18980806,127.7992486,http://tong.visitkorea.or.kr/cms/resource/55/2616555_image2_1.bmp,
화천 비목공원,강원특별자치도 화천군 화천읍 평화로 3481-70,033-440-2545,지자체 대표번호,38.17387943,127.7578295,http://tong.visitkorea.or.kr/cms/resource/87/172387_image2_1.jpg,
화천 산약초 마을,강원특별자치도 화천군 상서면 갈목길 157,033-441-3312,지자체 대표번호,38.16056569,127.6043002,http://tong.visitkorea.or.kr/cms/resource/75/2567675_image2_1.jpg,
화천 토고미마을,강원특별자치도 화천군 상서면 토고미길 22-8,033-441-7254,개별 문의처,38.13390768,127.6794469,,
화천 토속어류생태체험관,강원특별자치도 화천군 간동면 어룡동길 366,033-442-7464,개별 문의처,38.12543831,127.7637882,http://tong.visitkorea.or.kr/cms/resource/66/2548666_image2_1.jpg,
화천 풍산마을,강원특별자치도 화천군 화천읍 평화로 1260-13,033-440-2545,지자체 대표번호,38.17387943,127.7578295,http://tong.visitkorea.or.kr/cms/resource/13/2495413_image2_1.jpg,
화천 하늘빛호수마을,강원특별자치도 화천군 하남면 호수마을길 39,033-441-6758,개별 문의처,38.05526208,127.6698307,http://tong.visitkorea.or.kr/cms/resource/19/2495419_image2_1.jpg,추가연락가능번호 : 033-480-2230(양구군청)
화천사랑나무,강원특별자치도 화천군 하남면 거례리 484-2,033-440-2545,지자체 대표번호,38.0567179,127.6938187,,
화천조경철천문대,강원특별자치도 화천군 사내면 천문대길 431,033-818-1929,개별 문의처,38.11858653,127.4339337,http://tong.visitkorea.or.kr/cms/resource/86/2567686_image2_1.jpg,
화천향교,강원특별자치도 화천군 화천읍 상승로1길 48-16,033-440-2575,지자체 대표번호,38.1047204,127.699643,http://tong.visitkorea.or.kr/cms/resource/59/2669259_image2_1.jpg,
643고지전투전적비,강원특별자치도 화천군 화천읍 평화로 705-6,033-440-2545,지자체 대표번호,38.17387943,127.7578295,http://tong.visitkorea.or.kr/cms/resource/86/2566286_image2_1.jpg,"추가연락가능번호 : 033-460-8955, 033-460-8956, 033-460-8957"
88공원,강원특별자치도 화천군 간동면 어룡동길 42-96,033-440-2545,지자체 대표번호,38.11907447,127.7640428,http://tong.visitkorea.or.kr/cms/resource/19/172519_image2_1.jpg,"추가연락가능번호 : 033-460-8955, 033-460-8956, 033-460-8957"
강화도,인천광역시 강화군 강화읍 강화대로,032-930-3621,지자체 대표번호,37.76211323,126.4657266,http://tong.visitkorea.or.kr/cms/resource/73/1924973_image2_1.jpg,
금풍양조장,인천광역시 강화군 삼랑성길 8,070-4400-1931,개별 문의처,37.6384562,126.4913369,,
김상용순절비,인천광역시 강화군 강화읍 관청리,032-930-3621,지자체 대표번호,37.7492765,126.4851026,http://tong.visitkorea.or.kr/cms/resource/68/183068_image2_1.jpg,
삼산저수지,인천광역시 강화군 삼산면 석모리,032-930-3114,지자체 대표번호,37.70261021,126.3126159,http://tong.visitkorea.or.kr/cms/resource/42/739142_image2_1.jpg,
석모도 칠면초 군락지,인천광역시 강화군 삼산면,032-930-3621,지자체 대표번호,37.70494743,126.3204097,http://tong.visitkorea.or.kr/cms/resource/45/2675045_image2_1.jpg,
장화리일몰조망지,인천광역시 강화군 화도면 장화리 1408,032-930-3621,지자체 대표번호,37.61800289,126.3783616,,
적석사낙조대,인천광역시 강화군 내가면 연촌길 181,032-932-6191,개별 문의처,37.73741275,126.4109323,,
거진 등대,강원특별자치도 고성군 거진읍 등대길 17-2,033-680-3411,지자체 대표번호,38.44957787,128.4627665,http://tong.visitkorea.or.kr/cms/resource/14/2714114_image2_1.jpg,
거진항,강원특별자치도 고성군 거진읍 거진항1길 62-3,033-680-3411,지자체 대표번호,38.44895692,128.4620836,http://tong.visitkorea.or.kr/cms/resource/38/1906638_image2_1.jpg,
대진항 해상공원,강원특별자치도 고성군 대진항길 80,033-680-3356,지자체 대표번호,38.4989216,128.4263725,http://tong.visitkorea.or.kr/cms/resource/44/2929444_image2_1.JPG,
오호어촌체험마을,강원특별자치도 고성군 심층수길 40-20,033-631-2552,개별 문의처,38.32960734,128.5272889,http://tong.visitkorea.or.kr/cms/resource/18/863118_image2_1.jpg,
이기붕별장,강원특별자치도 고성군 거진읍 화진포길 300-1,033-680-3677,개별 문의처,38.46869896,128.4446303,http://tong.visitkorea.or.kr/cms/resource/32/1906632_image2_1.jpg,"추가연락가능번호 : 031-940-5282, 031-940-5283"
통일안보공원,강원특별자치도 고성군 현내면 금강산로 481,033-680-3556,개별 문의처,38.51441872,128.4166567,http://tong.visitkorea.or.kr/cms/resource/54/2599054_image2_1.jpg,
라베니체광장,경기도 김포시 태장로 810,031-980-2114,지자체 대표번호,37.63756408,126.6773419,http://tong.visitkorea.or.kr/cms/resource/77/2781777_image2_1.jpeg,
하동천 생태탐방로,경기도 김포시 하성면 봉성리 643-49,031-996-5323,지자체 대표번호,37.68839599,126.64403,http://tong.visitkorea.or.kr/cms/resource/03/2677903_image2_1.bmp,
광치자연휴양림,강원특별자치도 양구군 국토정중앙면 광치령로1794번길 265,033-480-2550,개별 문의처,38.14199767,128.0710753,http://tong.visitkorea.or.kr/cms/resource/09/1813309_image2_1.JPG,
양구인문학박물관,강원특별자치도 양구군 양구읍 파로호로869번길 101,033-482-9800,개별 문의처,38.12199475,127.9812784,http://tong.visitkorea.or.kr/cms/resource/62/2566562_image2_1.jpg,
군남홍수조절지 두루미테마파크,경기도 연천군 군남면,031-839-2061,지자체 대표번호,38.08519693,127.0190811,http://tong.visitkorea.or.kr/cms/resource/41/2480741_image2_1.jpg,
연천 고랑포구 역사공원,경기도 연천군 장남면 장남로 270,031-835-2002,개별 문의처,37.98789133,126.8473295,http://tong.visitkorea.or.kr/cms/resource/26/2604426_image2_1.jpg,
연천 유엔(UN)군 화장장시설,경기도 연천군 미산면,031-839-2144,지자체 대표번호,38.0474065,126.9928181,http://tong.visitkorea.or.kr/cms/resource/76/2566676_image2_1.jpg,
차탄천 주상절리,경기도 연천군 연천읍 통현리,031-839-2144,지자체 대표번호,38.07015601,127.0833835,http://tong.visitkorea.or.kr/cms/resource/05/2566705_image2_1.jpg,
국립 방태산자연휴양림,강원특별자치도 인제군 방태산길 241,033-463-8590,개별 문의처,37.92966237,128.388052,http://tong.visitkorea.or.kr/cms/resource/69/2033869_image2_1.jpg,
마의태자권역마을,강원특별자치도 인제군 상남면 김부대왕로 2376,033-461-0228,개별 문의처,37.88109898,128.2566587,http://tong.visitkorea.or.kr/cms/resource/67/2630967_image2_1.bmp,
소양강 하안단구,강원특별자치도 인제군 북면 둔지말길 43-6,033-249-3881,지자체 대표번호,38.13088536,128.2138672,http://tong.visitkorea.or.kr/cms/resource/15/2616515_image2_1.bmp,
용늪자연생태학교,강원특별자치도 인제군 서화면 금강로 1106-27,033-463-8680,개별 문의처,38.1866925,128.2113499,http://tong.visitkorea.or.kr/cms/resource/47/1693947_image2_1.jpg,
고석정,강원특별자치도 철원군 동송읍 태봉로 1825,033-450-5558,개별 문의처,38.18542141,127.2874037,http://tong.visitkorea.or.kr/cms/resource/99/2567099_image2_1.jpg,
백마고지 위령비와 기념관,강원특별자치도 철원군 철원읍 대마1길 72,033-455-8436,지자체 대표번호,38.26898564,127.1655698,http://tong.visitkorea.or.kr/cms/resource/30/2384030_image2_1.JPG,
철원 누에마을,강원특별자치도 철원군 도덕동길 13,033-458-9688,개별 문의처,38.16546532,127.4598745,http://tong.visitkorea.or.kr/cms/resource/03/2495103_image2_1.jpg,
고정아트,경기도 파주시 탄현면 평화로 668,032-657-4491,개별 문의처,37.77733722,126.7123248,http://tong.visitkorea.or.kr/cms/resource/17/2783117_image2_1.jpg,
새암공원,경기도 파주시 와석순환로 87,031-940-8598,지자체 대표번호,37.70877229,126.7495282,http://tong.visitkorea.or.kr/cms/resource/54/2740454_image2_1.jpg,
자운서원,경기도 파주시 법원읍 자운서원로 204,031-958-1749,개별 문의처,37.86613553,126.8709854,http://tong.visitkorea.or.kr/cms/resource/08/2482208_image2_1.jpg,
파주 임진각(평화누리공원),경기도 파주시 문산읍 임진각로 177,031-953-4744,개별 문의처,37.88953876,126.7401859,http://tong.visitkorea.or.kr/cms/resource/99/2706499_image2_1.jpg,
한길 책박물관,경기도 파주시 탄현면 헤이리마을길 59-6,031-949-9305,개별 문의처,37.78809894,126.69811,http://tong.visitkorea.or.kr/cms/resource/51/2567651_image2_1.jpg,
황희정승묘,경기도 파주시 탄현면 정승로88번길 23-81,031-940-5806,개별 문의처,37.82546218,126.7511589,http://tong.visitkorea.or.kr/cms/resource/64/1591864_image2_1.jpg,
산타우체국,강원특별자치도 화천군 화천읍 산수화로 10,033-442-9400,개별 문의처,38.10712271,127.7060631,http://tong.visitkorea.or.kr/cms/resource/81/2566381_image2_1.jpg,
세계 평화의종 공원,강원특별자치도 화천군 화천읍 평화로 3481-18,033-440-2545,지자체 대표번호,38.17387943,127.7578295,http://tong.visitkorea.or.kr/cms/resource/55/1141455_image2_1.jpg,
피니시타워,강원특별자치도 화천군 하남면 춘화로 3331-50,033-440-2545,지자체 대표번호,38.01986307,127.7213289,http://tong.visitkorea.or.kr/cms/resource/41/2566441_image2_1.jpg,
