이름,주소,전화번호,위도,경도
도서출판 돌베개,"경기도 파주시 회동길 77-20, 1층 (문발동)",031-955-5025,37.71443475,126.6898552
북카페눈,"경기도 파주시 회동길 125-11, 1층 (문발동)",031-955-7620,37.71443475,126.6898552
스타벅스 파주P.아울렛 3F,"경기도 파주시 탄현면 필승로 200, 파주프리미엄아울렛 3층 1312호",031-8071-7389,37.76935123,126.6953853
힐링카페,"경기도 파주시 파평면 파평산로363번길 32-9, 2동 1층 (동화힐링캠프)",031-952-2002,37.89257593,126.8420369
케이탑푸드(동패점),"경기도 파주시 책향기로 419 (동패동, 302호일부)",,37.7245713,126.7181777
캘리수다방,"경기도 파주시 탄현면 헤이리마을길 59-142, 101호",,37.78809894,126.69811
메가커피 운정신도시 1호점,"경기도 파주시 청암로17번길 53, 114호 (목동동)",,37.72818253,126.7352236
커피에 반하다 가람마을지산점,"경기도 파주시 가온로 243, 지1층 102호 (와동동, 가람마을10단지 동양엔파트 월드메르디앙 501동)",070-7786-4145,37.72536339,126.7533724
눈내리는커피콩(눈콩),"경기도 파주시 금정28길 33, 2층 (금촌동, 일부)",031-939-8828,37.76434957,126.7738126
카페게이트,"경기도 파주시 심학산로 417, 골든타워 102호 (목동동)",,37.71852009,126.7380497
북하우스파랑,"경기도 파주시 회동길 337-16, 1층 101호 (서패동, 일부)",031-955-9112,37.71443475,126.6898552
커피 플로리안,"경기도 파주시 조리읍 통일로 329, 1일부층",,37.74462598,126.8081495
디얼루어카페,"경기도 파주시 와석순환로 415 (와동동, 운정행복센터 1층 일부)",,37.72410397,126.7515033
모퉁이,경기도 파주시 독암길 10 (금릉동),,37.75527057,126.7824847
카페34,"경기도 파주시 광탄면 큰여울길 34, 1층",031-947-4344,37.77978256,126.8486313
이디야(가람마을점),"경기도 파주시 가람로 6, 108호 (와동동, 월드타워)",031-949-8538,37.73328356,126.7510234
북카페블루박스,"경기도 파주시 문발로 240-21, 1층 (문발동)",031-955-7414,37.71553305,126.6880175
안단테153,"경기도 파주시 시민회관길 15, 1,2층 (금촌동)",,37.75896417,126.7792895
스타벅스 파주금릉역,"경기도 파주시 금릉역로 84, 1층 (금촌동, 청원센트럴타워 108호,109호,110호,111호)",031-947-8692,37.75215454,126.7659571
카페베네 금촌로타리점,"경기도 파주시 번영로 11, 1층 (금촌동)",,37.75755437,126.7717801
THE AVE. COFFEE(더 에브 커피),"경기도 파주시 문산읍 선유울3길 58, 1층",,37.86390664,126.7984409
더치by쿠쿠오나,"경기도 파주시 탄현면 새오리로 79-41, 거동",,37.808712,126.6903555
커피베이 홈플러스문산점,"경기도 파주시 문산읍 방촌로 1759, 홈플러스 2층",,37.86973322,126.7850259
TK스토리박스,"경기도 파주시 문발로 435, 202호 (신촌동)",,37.73143281,126.6913052
프리즘,경기도 파주시 쌀뚜기길 22-22 (문발동),031-949-1930,37.7226468,126.6984641
파주감악산 까페,"경기도 파주시 적성면 적성산단로 38, 1층 (일부)",031-959-0700,37.96929853,126.9062502
아이노스출판단지점,"경기도 파주시 문발로 142, 기역동 1층 101호 (문발동)",,37.7071895,126.6864456
커피복음,"경기도 파주시 문산읍 문향로 33, 1층 나동 일부",,37.85488567,126.7857673
하트찹쌀꽈배기,"경기도 파주시 문산읍 문향로 33, 나동 1층",,37.85488567,126.7857673
김영사북카페 행복한마음,"경기도 파주시 문발로 197, 2층 (문발동)",031-955-3155,37.71208653,126.6863742
피스피스,"경기도 파주시 와석순환로192번길 14-46, 1층 일부 (동패동)",,37.7157329,126.740314
공차 롯데시네마 파주운정점,"경기도 파주시 청암로17번길 17, 홈플러스 파주운정점 3층 300B호 (목동동)",,37.72942152,126.7368606
허브마을,"경기도 파주시 송학말길 65, 가동 (야당동)",,37.70693414,126.7615721
시카고 커피,"경기도 파주시 파주읍 우계로 44, 1층",,37.83075513,126.8162232
커피팜,"경기도 파주시 시청로 190, 2층 (아동동)",,37.77069465,126.778001
커피공장,"경기도 파주시 책향기로 277, 107호 (문발동)",,37.72022317,126.7113023
미메시스 아트뮤지엄 카페,"경기도 파주시 문발로 253, 1층 (문발동)",031-955-4100,37.71664923,126.6890972
이디야커피(파주운정몰점),"경기도 파주시 한울로 123, 이마트운정점 1층 (동패동)",031-947-5640,37.7103887,126.7451023
카페 에스쁘아 교하도서관점,"경기도 파주시 숲속노을로 256, 교하도서관 3층 일부 (동패동)",031-941-3614,37.72332017,126.712302
카페이음,"경기도 파주시 교하로 910 (문발동, 해오름스퀘어 102호)",031-947-3798,37.72744042,126.7055262
cafe&갤러리펫,"경기도 파주시 상지석길 404-3, 1층 101호 (상지석동)",,37.72982981,126.7849587
파크80,"경기도 파주시 직지길 522, 1층 (문발동)",070-7516-1600,37.71719719,126.689335
이디야커피(문산점),"경기도 파주시 문산읍 문향로 70, 2층",031-952-2837,37.85795658,126.7854806
더카페,"경기도 파주시 당하길 10, 1층 (당하동, 이마트내)",,37.74713507,126.7508296
빽다방 파주운정산내점,"경기도 파주시 청암로17번길 25, 102호 (목동동, 운정블루)",,37.7290509,126.7353109
카페위,경기도 파주시 후곡로 19 (금촌동),,37.75574508,126.7739012
이디야 문산당동점,"경기도 파주시 문산읍 방촌로 1719-62, 101호 (와우노블씨티)",031-953-0211,37.81874169,126.7224131
커피와,"경기도 파주시 미래로602번길 35, 102호 (와동동, 라이프프라자)",,37.73211463,126.7517857
마이달링커피(my DALing coffee),"경기도 파주시 회동길 455-3, 1층 (문발동)",031-8071-8689,37.71443475,126.6898552
대교트라움벨트카페,"경기도 파주시 회동길 342, B동 1층 (서패동)",031-940-3942,37.71570046,126.6923436
팩트커피,"경기도 파주시 조리읍 파주로 1473, 1층",031-947-9111,37.77376584,126.8331461
DMZ카페,"경기도 파주시 군내면 통일촌길 220, 2층",,37.90630562,126.7311812
카페청춘드림,경기도 파주시 가나무로 130 (1층 일부) (금릉동),031-943-0731,37.75384482,126.7798278
메가커피(봉일천점),"경기도 파주시 조리읍 봉천로 34, 1층 일부",031-941-0511,37.74376751,126.8080739
아이스타일(I.Style),"경기도 파주시 회동길 160, 1층 일부 (문발동)",031-943-0754,37.70925038,126.6875339
설기랑커피랑,"경기도 파주시 가람로21번길 51-28, 101호 일부호 (와동동)",,37.73560644,126.752224
카페 제이콥,"경기도 파주시 경의로 1114 (야당동, 에펠타워 901호 일부)",,37.7166199,126.7603961
할리스커피 파주야당역점,"경기도 파주시 경의로 1042, 더진빌딩 110호,204호,205호 (야당동)",,37.71041853,126.7598267
카페에세이(Cafe Essay),"경기도 파주시 중앙로 219, 1층 일부 (금촌동)",,37.75596032,126.7798493
아트모션,"경기도 파주시 탄현면 헤이리마을길 93-99, 1층",,37.78809894,126.69811
사랑해카페,"경기도 파주시 한마음1길 39-10, 1층 (금촌동)",031-944-3330,37.75654909,126.7708604
커피마인,"경기도 파주시 가람로21번길 61-23, 101호 (와동동)",,37.73560644,126.752224
클럽하우스,"경기도 파주시 소라지로 66, 유니온골프랜드 1층 (연다산동)",,37.73485872,126.7042336
누어아인,경기도 파주시 조리읍 문원길 217-3 (2동),031-942-4597,37.72599867,126.8133917
개성가는길,"경기도 파주시 탄현면 새오리로339번길 79-3, 1층",,37.81853573,126.6927624
렛츠커피(Let's Coffee),"경기도 파주시 문산읍 문향로 106, 1층 일부",,37.86063312,126.7878697
위드어스(with us),"경기도 파주시 가람로21번길 25-16, 1층 일부 (와동동)",,37.73560644,126.752224
카페 깐또(CAFE CANTO),"경기도 파주시 책향기로 757, 가람마을2단지휴먼시아아파트 상가동 1층 106호 (와동동)",,37.73051308,126.7548077
허브공방 현,"경기도 파주시 조리읍 대원로 13-13, 1층 일부",,37.73570634,126.8030851
메가커피,"경기도 파주시 문산읍 문향로67번길 2, 중앙빌딩 1층 일부",031-943-3344,37.85814353,126.7850367
파운 커피(paun coffee),"경기도 파주시 와석순환로192번길 20, 1층 (동패동)",,37.71553997,126.7403398
카페 지 스튜디오,"경기도 파주시 산남로195번길 25, 1동 1층 (산남동)",,37.69816087,126.7047761
(주)커피빈코리아 파주DT점,"경기도 파주시 문발로 131, 1층 (문발동)",031-8070-0028,37.70632449,126.6862138
이디야 파주엘씨디로점,경기도 파주시 탄현면 엘씨디로241번길 20,,37.81093887,126.7570733
카페희(Hee),"경기도 파주시 파주읍 술이홀로 427, 1층 전면 좌측",,37.82960325,126.8344431
요거프레소 운정호수점,"경기도 파주시 가온로 176, 1층 일부, 2층 일부 (와동동)",031-943-6267,37.7197555,126.7519623
(주)누리달 woodcafe,"경기도 파주시 월롱면 아동로 176, 1층 일부",031-949-5894,37.77460138,126.7889214
커피꼴랑 문산중앙점,"경기도 파주시 문산읍 문산로 40, 1층일부",,37.85727033,126.7836639
카페다조은,경기도 파주시 문산읍 방촌로 1644 (1층 일부),,37.86118107,126.7789012
스타벅스 파주금촌역점,"경기도 파주시 문화로 109, 1층 일부 (금촌동)",,37.76389622,126.774243
도피오커피 오두산전망대점,경기도 파주시 탄현면 필승로 369 (오두산 전망대 4층일부),,37.77306926,126.67709
글로우 오브 선셋,경기도 파주시 탄현면 약산로 23 (1층일부),,37.76862698,126.7008846
아이갓에브리씽(I got everything) 파주시청점,"경기도 파주시 시청로 50, 파주시청 나동(종합민원실) 1층 (아동동)",,37.76002867,126.7799199
백금당,"경기도 파주시 가람로21번길 61-9, 1층 (와동동)",,37.73560644,126.752224
스타벅스 파주야당역,"경기도 파주시 경의로 1066, 102, 202호 (야당동)",031-948-3558,37.71229424,126.7596404
빽다방 파주금촌1호점,"경기도 파주시 문화로 102, 1층 일부 (금촌동)",031-948-3358,37.76339569,126.7748275
카페 블레스 (Cafe Bless),"경기도 파주시 광탄면 혜음로 1056-1, 1층,2층일부",,37.77286799,126.8504327
뉴시즌커피,"경기도 파주시 지목로 76, 1층 101호 (문발동)",,37.72585656,126.6996141
도서출판낮잠이후,경기도 파주시 회동길 219 (1층 일부) (문발동),,37.71182157,126.6876682
메리요거트(merry yogurt),"경기도 김포시 봉화로167번길 6-16, 1층 101-2호 (감정동, 리치빌)",,37.62598657,126.7011261
카페모음,"경기도 파주시 회동길 530-20, 1층 일부 (문발동)",031-930-6600,37.71443475,126.6898552
더 벤티 연천전곡점,"경기도 연천군 전곡읍 온골로 59, 1층",031-835-2626,38.02617378,127.0677465
미도아,"경기도 김포시 김포대로 707, 104호 (풍무동)",,37.61213539,126.732168
세븐일레븐 펜타스타점,"경기도 김포시 태장로795번길 111, 펜타스타 관광호텔 1층 일부호 (장기동)",031-982-5555,37.63864947,126.6835556
투썸플레이스 파주운정산내점,"경기도 파주시 청암로17번길 67, 엠디프라자 110,111,112호 (목동동)",,37.72884605,126.7336017
미미쓰카페,"경기도 김포시 양촌읍 양곡2로30번길 35, 1층",,37.65393895,126.6293309
투썸플레이스 김포학운점,"경기도 김포시 양촌읍 황금로109번길 1, G-프라자 1층 111,112,113,114호",031-986-8885,37.61857129,126.6217122
가드너스,"경기도 파주시 탄현면 헤이리마을길 59-52, 1층 전부",031-944-9997,37.78809894,126.69811
메가커피 대광리점,경기도 연천군 신서면 연신로 1158,031-834-9559,38.1850556,127.1076389
달프롱,"경기도 김포시 김포한강9로 116, B동 1층 106호 (구래동, 한강신도시 반도유보라 5차)",,37.64746135,126.6258434
핸더빈,"경기도 김포시 통진읍 율마로384번길 88, 1층 일부호",,37.68425678,126.6009526
롤더문(ROLL THE MOON),"경기도 파주시 가람로21번길 31, 101호 (와동동)",,37.73543774,126.7520794
하이오커피 운정가람마을점,"경기도 파주시 미래로 620, 해솔프라자 109호 (와동동)",,37.73242499,126.7510946
홀톤커피,"경기도 파주시 경의로1004번길 37, 1층 105호 (야당동)",,37.70976396,126.759818
셀렉토커피 운정호수공원점,"경기도 파주시 가온로 170, 센트럴파크프라자 106,107호 (와동동)",,37.71968213,126.7510922
카페CCC(씨씨씨),"경기도 김포시 고촌읍 상미1로 7, 나동 B116호 (힐스테이트 리버시티 2단지)",,37.62182721,126.7471127
세라젬웰카페 파주운정점,"경기도 파주시 청암로17번길 53, 월드타워2 102,103,104호 (목동동)",041-523-2550,37.72818253,126.7352236
베이크세일,"경기도 파주시 가람로116번길 107, 운정한강듀클래스 123호 (와동동)",,37.73269428,126.7667257
오곰커피,"경기도 김포시 태장로 741, 경동미르웰시티 1층 144, 145호 (장기동)",,37.64122398,126.6839414
하삼동커피 김포사우점,"경기도 김포시 사우중로 45, 김포코아센타 1층 110호 (사우동)",,37.61923021,126.7185035
컴포즈커피 금촌로터리점,"경기도 파주시 후곡로 2, 1층 일부 (금촌동)",,37.75740458,126.7731555
아마스빈 김포풍무점,"경기도 김포시 풍무로69번길 16, 세명빌딩 1층 104호 (풍무동)",031-989-6621,37.60224819,126.7207199
느루,"경기도 파주시 경의로 1821, 한마음크리닉센터 101호 일부 (아동동)",,37.7683437,126.7772975
메가엠지씨커피 김포나비초점,"경기도 김포시 김포한강9로 32, 골든씨티 1층 104, 105호 (구래동)",031-984-2449,37.63975009,126.6271956
엔제리너스 김포통진점,"경기도 김포시 통진읍 김포대로 2238, 1층",031-989-1682,37.69038368,126.5976971
월롱커피,"경기도 파주시 월롱면 엘지로 109, 2동1층,3동1층",,37.80618347,126.7844022
오알커피(OR COFFEE),"경기도 파주시 송학1길 126, 1,2층 (야당동)",031-947-1025,37.71455577,126.7642815
스타벅스 파주야당DT점,"경기도 파주시 경의로 966, 1,2층전체 (야당동)",1522-3232,37.70344115,126.759662
노아스코너(Noah's Corner),경기도 김포시 김포한강11로140번길 95 (운양동),,37.64820377,126.6829278
빽다방(김포마산점),"경기도 김포시 김포한강8로162번길 10, 한강프라자 103호 (마산동)",,37.63630376,126.6439695
COMPOSE COFFEE(컴포즈커피),"경기도 김포시 김포한강4로 117, 홍우프라자 108호 (장기동)",,37.64417435,126.667974
이쯤,"경기도 파주시 문발로 415, 1층 104호일부 (신촌동)",,37.72972926,126.6914433
손탁커피,"경기도 파주시 월롱면 누현2길 168, 1층 가동",,37.79184234,126.7984335
미얌미얌(miammiam),"경기도 파주시 금정16길 19, 1층일부 (금촌동)",,37.7604296,126.775432
고운커피,"경기도 파주시 교하로 1414-72, 2동 1층 전체 (교하동)",,37.71250491,126.7006422
투썸플레이스 김포걸포점,"경기도 김포시 걸포2로 33, SH1012Tower 202,203호 (걸포동)",031-997-1511,37.63328015,126.7036729
메가엠지씨커피 김포걸포점,"경기도 김포시 걸포2로 45, A동 1층 109호 (걸포동)",,37.63412602,126.7028979
카페게이트 장기동지식산업센터점,"경기도 김포시 태장로 765, 금강테크노밸리지식산업센터 1층 111호 (장기동)",,37.63984493,126.6822615
보리와철새,"경기도 파주시 직지길 492, 도서출판보리 1층 (문발동)",031-950-9555,37.7183492,126.6885585
천운주유소,"경기도 파주시 파주읍 충현로 8, 천운주유소2층전체",,37.84824589,126.7895931
와플칸 김포직영점,"경기도 김포시 김포한강9로 90, 성현프라자 1층 104호 (구래동)",031-932-5249,37.64464684,126.6261476
비스코티하우스,"경기도 김포시 김포한강2로 41, 에비뉴동 B-19호 (장기동, e편한세상 캐널시티)",031-996-3550,37.64127017,126.6776017
비엘디(BLD),경기도 연천군 연천읍 연천역로 29,,38.10135086,127.0784123
애플트리,경기도 파주시 적성면 국사로 293,,37.96038328,126.8699245
공차 파주야당점,"경기도 파주시 경의로 1074, 삼융시네마 115호 (야당동)",031-948-1123,37.71315708,126.759892
컴포즈커피 김포걸포점,"경기도 김포시 걸포2로 83, 1층 117호 (걸포동, 한강메트로자이1단지)",031-988-2055,37.6331164,126.7010503
선덴스힐,"경기도 김포시 하성면 석평로 414, 1, 2층",031-982-0406,37.74575662,126.6508458
와플대학 김포풍무역캠퍼스,"경기도 김포시 풍무1로 61, 대우프라자 101호 (풍무동)",,37.61086264,126.7318792
램브란트,"경기도 파주시 탄현면 헤이리마을길 48-118, 1층 일부",031-946-5477,37.78809894,126.69811
빽다방 김포감정점,"경기도 김포시 중봉로 12, 1층 일부호 (감정동)",,37.62361789,126.6976964
카페벨,"경기도 김포시 김포한강2로24번길 78-109, 1층 일부호 (장기동)",,37.6454759,126.6756145
a better cookie(어베럴쿠키),"경기도 김포시 김포한강3로237번길 16, 1층 102호 (장기동)",,37.63853237,126.66395
오또오떼영(빙수의숲),"경기도 김포시 김포한강1로 227, 광장프라자 105호 (운양동)",,37.65415244,126.6825742
오늘 힐링,"경기도 김포시 김포한강11로 288-37, 1층 130호 (운양동)",,37.65380554,126.6775181
쿠잉,"경기도 파주시 가람로21번길 29, 1층 일부 (와동동)",,37.73530209,126.7520958
카페 세이지(Cafe Saige),경기도 연천군 청산면 청창로 169,,38.00940059,127.0834597
835 카페,"경기도 연천군 백학면 청정로 41, 102호",,37.99042368,126.9192507
빽다방 연천역점,경기도 연천군 연천읍 연천로260번길 11,,38.10011346,127.0755143
카페 데일리,"경기도 김포시 통진읍 흥신로 320-10, 제이에스병원 가동 1층 일부호",,37.67269228,126.6172719
메머드익스프레스 파주야당동점,"경기도 파주시 송학1길 123, 102호 (야당동, 프리덴)",,37.71426613,126.7639776
우지커피 파주운정이마트점,"경기도 파주시 와석순환로 133, 형성프라자 116호 (동패동)",,37.71213826,126.7451291
냥이카페,"경기도 김포시 김포한강9로 36, 한강노블레스2 3층 304호 (구래동)",,37.64020789,126.6271973
메가엠지씨커피 김포청송점,"경기도 김포시 김포한강2로 361, 717동 1층 105호 (장기동, 호반베르디움 더퍼스트)",,37.65172688,126.6707299
쎄뚜와,"경기도 김포시 고촌읍 인향로24번길 52, 1층 일부호",,37.59933011,126.768913
투썸플레이스 김포디원시티점,"경기도 김포시 김포한강10로133번길 107, 디원시티 시그니처 지식산업센터 1층 120,121,122,123호 (구래동)",,37.64273788,126.6186423
우즈,"경기도 김포시 김포한강11로 328, 더 리버뷰 1층 122호 (운양동)",,37.65549792,126.6855192
헤븐스케냐카페,"경기도 파주시 탄현면 필승로 482, 부림프라자 104호,105호",,37.78329984,126.6887416
셀렉토커피 파주야당역점,"경기도 파주시 소리천로8번길 70, 유니타워 1층 105호 (야당동)",,37.7110331,126.7600567
솔빈마루,"경기도 김포시 중봉로115번길 46, 1,2층 일부호 (북변동)",,37.62974148,126.6999416
메가엠지씨커피 파주와동점,"경기도 파주시 가람로116번길 37, 1층 101호 (와동동)",,37.73571371,126.7639305
더리터 김포풍무역점,"경기도 김포시 유현로 242, 신유베라트 1층 115호 (풍무동)",,37.61191522,126.7315455
베러먼데이 김포구래점,"경기도 김포시 김포한강8로 412, 110호 (구래동)",,37.6429143,126.6232145
디오나,"경기도 파주시 동패로 67, 101호 (동패동)",,37.70914537,126.7377114
바빈스커피 연천전곡점,경기도 연천군 전곡읍 전곡로 149,,38.02548346,127.0684145
네이버후드,"경기도 파주시 월롱면 홀작로 70-4, 2층",,37.78286653,126.8285528
베이크하스(BakeHus),"경기도 파주시 청암로17번길 47, 106호 (목동동)",,37.72885929,126.7348416
김준호의 대단한커피 김포풍무점,"경기도 김포시 양도로19번길 31, 아도니스의 꿈Ⅱ 101호 (풍무동)",,37.60886503,126.7247054
카페누리,"경기도 김포시 풍무로 214, 2층 (사우동)",,37.61414901,126.725504
사랑이레,"경기도 파주시 광탄면 혜음로1128번길 3, 1층",,37.78216971,126.8472755
컴포즈커피 파주적성점,"경기도 파주시 적성면 청송로 1041, 세계통신 1층",,37.95551001,126.9203348
어썸그릭요거트 파주점,"경기도 파주시 청암로48번길 16-11, 1층 일부 (목동동)",,37.73332898,126.7363627
와플대학야당역캠퍼스,"경기도 파주시 경의로 1090, 삼융타워 1층 108호일부호 (야당동)",,37.71450879,126.7600603
컴포즈커피 파주운정해솔마을점,"경기도 파주시 와석순환로 431, 신운정프라자 101호 (와동동)",031-946-2792,37.72367086,126.753212
카페 시차,"경기도 김포시 대곶면 대곶북로 379, 1,2층",,37.67798667,126.5739177
아이홀릭 앤 디저트,경기도 연천군 연천읍 연천역로5번길 5,,38.10165425,127.0755942
에제르,"경기도 연천군 전곡읍 온골로 25, 1층",,38.02321801,127.0688603
카페오푸스,"경기도 김포시 태장로 820-32, 라베니체 마치에비뉴9차 1층 104호 (장기동)",,37.63715313,126.7164406
메가엠지씨커피 김포대곶사거리점,"경기도 김포시 대곶면 율생로 77-1, 1층",,37.65062756,126.5839566
요거트월드 김포검단점,"경기도 김포시 풍무로 2, 유현마을신동아아파트 402동 115호 (풍무동)",,37.59630069,126.7219499
쏠리조(SORRISO),"경기도 김포시 솔터로 22, 2층 232호 (구래동, 메트로타워 예미지)",,37.64542922,126.6308576
컴포즈커피 김포마송사거리점,"경기도 김포시 통진읍 조강로 66, 1층 일부호",,37.6913708,126.5989975
"토탄이네 애견유치원&호텔링,애견미용,카페","경기도 김포시 김포한강4로 531, 507 일부호 (구래동)",,37.64559007,126.6248969
수가,"경기도 김포시 김포한강2로 41, 에비뉴동 1층 A-7호 (장기동, e편한세상 캐널시티)",,37.64127017,126.6776017
roowoo coffee(루우커피),"경기도 김포시 김포한강4로 535, 1층 101호 (구래동)",,37.64550861,126.6244116
카페엔엔(CAFE NN),"경기도 김포시 통진읍 서암로6번길 5-15, 1층",,37.68560429,126.5969819
매머드 익스프레스 김포이젠메카존점,"경기도 김포시 양촌읍 황금로 117, 이젠몰 다동 1층 119호",,37.61649601,126.6212755
까페예스,"경기도 파주시 경의로 983, 한소망교회 1층일부 (야당동)",,37.70451086,126.7565329
이디야,"강원특별자치도 철원군 동송읍 이평1로 1, 1층",033-455-1826,38.20720572,127.2184957
알로하,강원특별자치도 철원군 동송읍 금학로 219,033-455-7517,38.20807226,127.217831
Cookie89(쿠키89),"경기도 김포시 중봉로 1-1, 상가동 110호 (감정동, 중봉마을 신안실크밸리)",,37.62746239,126.698369
그리드커피로스터스,"경기도 파주시 와석순환로192번길 41, 1층 (동패동)",,37.71504126,126.7408631
메가엠지씨커피 파주법흥리점,"경기도 파주시 탄현면 하늘소로 102, 103호",,37.77471807,126.7020423
하이오커피 금화점,"경기도 파주시 새꽃로 62, 1층 105호 (금촌동)",,37.75565795,126.7688355
멈블(Mumble),"경기도 파주시 법원읍 사임당로770번길 7-17, 1층",,37.84933931,126.8664832
더 대단한커피&대단한 탕후루 해오름마을점,"경기도 파주시 해올2길 16, 105호 (다율동)",,37.73405521,126.7317513
베러먼데이 파주운정역점,"경기도 파주시 책향기로 824, 1층 119호 (와동동)",,37.72936863,126.7623528
메가엠지씨커피 파주금승리점,"경기도 파주시 탄현면 방촌로 1041, 유정상가 102호",,37.82545922,126.7360592
달리는 커피,"경기도 김포시 풍무로 166, 106호 (풍무동)",070-8648-2773,37.60969672,126.7252435
어울림,"강원특별자치도 철원군 동송읍 태봉로 1825, 1층",033-455-1994,38.18542141,127.2874037
커피안,"강원특별자치도 철원군 동송읍 이평2로10번길 19, 1층",033-455-1223,38.20499653,127.2212911
릴리베이크샵,"강원특별자치도 철원군 동송읍 금학로187번길 11, 1층",,38.20490637,127.218927
이디야철원와수점,"강원특별자치도 철원군 서면 와수로181번길 25-21, 1-2층",,38.23996525,127.438191
메가커피와수리점,강원특별자치도 철원군 서면 와수로 171,033-458-6666,38.23884952,127.4380897
요거프레소(철원갈말점),"강원특별자치도 철원군 갈말읍 군탄로 89, 1~2층",033-452-5240,38.15047534,127.3102873
카페오후3시,"강원특별자치도 철원군 서면 와수1로 44-6, 1층",,38.2425881,127.4329949
카페두루미(cafe GRU),"강원특별자치도 철원군 동송읍 이평1로 94, 1층",,38.20196847,127.2087804
더벤티철원와수점,"강원특별자치도 철원군 서면 와수로 174, 1층",033-458-2070,38.23889505,127.4388291
메머드익스프레스철원동송점,"강원특별자치도 철원군 동송읍 금학로217번길 1, 1층",,38.2079698,127.2180897
직원카페,강원특별자치도 인제군 인제읍 인제로187번길 8-1,,38.06923737,128.1708267
"수고했어, 오늘도","강원특별자치도 철원군 동송읍 이평로131번길 16, 1층",,38.20636239,127.2092463
단풍도넛,"강원특별자치도 철원군 갈말읍 삼부연로8번길 17-10, 신철원 전통시장 고객지원센터 1층",,38.14306103,127.3097287
(노인일자리사업단) 심쿵,"강원특별자치도 철원군 갈말읍 명성로158번길 81, 1층",033-450-4831,38.14689172,127.3123986
와플대학 갈말도서관캠퍼스,"강원특별자치도 철원군 갈말읍 명성로179번길 21, 갈말도서관",033-452-0912,38.14726931,127.3050888
마실,"강원특별자치도 철원군 갈말읍 명성로 202-2, 1층",,38.14522272,127.3079561
동송돈가스,"강원특별자치도 철원군 동송읍 이평1로 5, 2층",070-8823-9984,38.2070716,127.2181934
우주인 무인카페,"강원특별자치도 철원군 갈말읍 명성로125번길 4, 르노삼성자동차서비스센터갈말점",,38.14310323,127.3070033
투썸플레이스 동송점,"강원특별자치도 철원군 동송읍 금학로 242, 1층",,38.21000715,127.2172287
커피베이,"강원특별자치도 철원군 동송읍 이평3로 96, 제1동",033-455-8890,38.20401218,127.2236835
투썸플레이스 철원주상절리점,강원특별자치도 철원군 갈말읍 드르니길 119-34,033-452-0025,38.15505798,127.2925192
카페리아,강원특별자치도 철원군 동송읍 금학로252번길 22,,38.21082247,127.2188737
투썸플레이스 철원와수점,강원특별자치도 철원군 서면 와수로 152-1,033-458-6600,38.24384332,127.443605
코다,"강원특별자치도 철원군 철원읍 금학로425번길 40-1, 철원읍 화지리431제1종 1층",,38.22526809,127.2085553
인경화이트하우스,"강원특별자치도 철원군 갈말읍 두루미로 118, 가동 1층",,38.18661715,127.3193848
브로트퀸즈제빵소,"강원특별자치도 철원군 철원읍 금학로251번길 4-1, 1층",033-455-8883,38.20918103,127.2128528
오라또,강원특별자치도 철원군 동송읍 금학로 161,,38.20345326,127.220592
앨리커피,"강원특별자치도 철원군 갈말읍 삼부연로17번길 3-5, 1층",,38.14710445,127.3091541
햇살좋은날 2호점,"강원특별자치도 철원군 서면 와수로184번길 6-31, 김화도서관, 서면와수출장소 2층",033-456-0934,38.23906146,127.4406036
카페카테고리,"강원특별자치도 철원군 동송읍 북원로 1388, 2층",,38.20678685,127.2296113
미리내,"강원특별자치도 철원군 동송읍 금학로 166, 1층",,38.20393971,127.2208947
빽다방 철원동송점,"강원특별자치도 철원군 동송읍 금학로218번길 2, 다이아나 1층",,38.20815496,127.2184661
힐링카페,강원특별자치도 철원군 갈말읍 호국로 4914-26,,38.23172767,127.3515191
카페 그리고,강원특별자치도 철원군 갈말읍 호국로 4404,,38.11791638,127.2933314
미엘리커피숍,강원특별자치도 철원군 동송읍 이평로131번길 12,,38.20669358,127.209491
볼링카페,"강원특별자치도 철원군 갈말읍 두루미로 51, 철원볼링센터 1층",,38.18147305,127.3236852
꿀스커피 철원점,강원특별자치도 철원군 서면 자등로 587-1,,38.14753958,127.4064304
커피에 반하다 철원김화점,강원특별자치도 철원군 김화읍 김화로 613-1,,38.2523453,127.3902053
카페논에,강원특별자치도 철원군 동송읍 태봉로 2081,,38.19830726,127.2632163
커피에 반하다 철원국민체육센터점,"강원특별자치도 철원군 갈말읍 갈말로 51, 철원국민체육센터",033-452-0912,38.15864234,127.3027798
라스베이글&뜰,"강원특별자치도 철원군 갈말읍 동온동길 188, 1층",,38.14018729,127.2869685
쉼,강원특별자치도 철원군 동송읍 이평로131번길 20,,38.20616086,127.2094977
군청앞카페,강원특별자치도 철원군 갈말읍 삼부연로 52-1,,38.13365265,127.3426763
실과바늘이야기 공방커피,강원특별자치도 철원군 동송읍 이평로47번길 5,033-456-1110,38.20947068,127.2189681
메가커피신철원점,강원특별자치도 철원군 갈말읍 삼부연로 5-1,,38.13365265,127.3426763
빽다방 철원와수리점,"강원특별자치도 철원군 서면 와수로 175, 1층",,38.23919191,127.4384848
멜란지(melange),"강원특별자치도 철원군 갈말읍 삼부연로 12, 1층 101호",,38.14511867,127.3091923
컴포즈커피 강원신철원점,"강원특별자치도 철원군 갈말읍 삼부연로 3, 1층",,38.14516864,127.3084129
